factory_name,allegation_count,latest_date,total_affected,all_issues,buyers,label_child_labour,label_forced_labour,label_discrimination,label_freedom_of_association,label_working_hours,label_compensation,label_osh,label_contracts,factory_lower,os_id,osh_name_matched,match_score
Yangon Fukuyama Apparel,5,2023-11-14,601.0,"['Attacks on freedom of association', 'Reduced wages and wage theft', 'Denial of leave', 'Unfair dismissal', 'Harassment intimidation and abuse']",Jichodo (Buyer),0,1,0,1,1,1,0,0,yangon fukuyama apparel,MM20250871KX74E,Yangon Fukuyama Apparel Company Limited.,90.0
Yar Thet Pan,1,2023-05-19,50.0,"['Denial of leave', 'Unsafe working conditions', 'Gender-based violence and harassment', 'Reduced wages and wage theft']",,0,0,1,0,1,1,1,0,yar thet pan,,,
Yi Cai Garment,3,2022-09-28,1001.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of permanent contracts', 'Unfair dismissal', 'Harassment intimidation and abuse']","Inditex (Reported buyer),Zara (part of Inditex) (Reported buyer)",0,1,0,0,1,1,0,1,yi cai garment,,,
Yichang Handbag (Myanmar),1,2024-04-03,500.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",Lenovo (Reported buyer),0,1,1,0,1,1,1,1,yichang handbag (myanmar),,,
Yoo Win Garment,1,2021-09-15,16.0,"['Attacks on freedom of association', 'Unfair dismissal', 'Reduced wages and wage theft']",,0,0,0,1,0,1,0,0,yoo win garment,,,
Yoyika Garment,3,2024-02-05,1800.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unsafe working conditions', 'Harassment intimidation and abuse']","LPP Spółka Akcyjna (Reported buyer),Olivades (Buyer),Sinsay (part of LPP S.A.) (Reported buyer)",0,1,1,0,1,1,1,1,yoyika garment,MM2023067T3NHBW,"YOYIKA GARMENT CO., LTD.",90.0
Yuan Hong Garment,1,2023-06-06,800.0,"['Attacks on freedom of association', 'Denial of leave', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']",,0,0,0,1,1,1,0,0,yuan hong garment,MM2025087XK4SWV,Yuan Hong Garment Company Limited,90.0
Yuhua,1,2023-11-12,300.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Child labour', 'Harassment intimidation and abuse']",,1,1,1,1,0,1,0,0,yuhua,MM2025087JA5KV1,YUHUA Company Limited,90.0
ZYZ Apparel,2,2024-05-10,1.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Harassment intimidation and abuse']","Gémo (Buyer),LPP Spółka Akcyjna (Buyer),Next (Buyer),Roman Originals (Buyer),Sinsay (part of LPP S.A.) (Buyer)",0,1,1,0,1,1,0,0,zyz apparel,MM20202461DF6R5,Zyz Apparel Company Limited,90.0
Zhejiang Tongli Clothing,2,2023-06-06,1620.0,"['Business-military collusion', 'Unfair dismissal', 'Reduced wages and wage theft']",Hennes & Mauritz (H&M) (Buyer),0,0,0,0,0,1,0,0,zhejiang tongli clothing,MM2020084WCKYCF,"ZHEJIANG TONGLI CLOTHING (MYANMAR) CO.,LTD",90.0
Zong Hong,2,2023-05-27,4400.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Bestseller (Buyer),Inditex (Buyer),LPP Spółka Akcyjna (Buyer),New Yorker (Buyer),ONLY (part of Bestseller) (Buyer),Primark (part of Associated British Foods) (Former buyer),Sinsay (part of LPP S.A.) (Buyer); Bestseller (Buyer),Inditex (Buyer),LPP Spółka Akcyjna (Buyer),New Yorker (Buyer),ONLY (part of Bestseller) (Buyer),Primark (part of Associated British Foods) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Zara (part of Inditex) (Buyer)",0,1,1,1,1,1,1,1,zong hong,MM2020037VQZ2ZT,Zong Hong (Myanmar) Garment Company Limited,90.0
Zuyuan Edenweiss Sanwa,1,2023-06-26,270.0,"['Denial of leave', 'Unsafe working conditions', 'Reduced wages and wage theft']",,0,0,0,0,1,1,1,0,zuyuan edenweiss sanwa,MM2021159XH6YHH,Zuyuan Edenweiss Sanwa Industry Company Limited,90.0
"s.Oliver Group,s.Oliver (part of s.Oliver Group),Vicsong",1,2024-05-03,2000.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,0,1,1,0,1,1,1,0,"s.oliver group,s.oliver (part of s.oliver group),vicsong",,,
